"2330216","2913011.8212","1223586.21812","225",""," ","Co Rd","County Road 804"," "," ","","","225 County Road 804 ","","80442","Grand"
"2330217","2913011.8212","1223586.21812","225",""," ","Co Rd","County Road 804"," "," ","","","225 County Road 804 ","","80442","Grand"
"2330218","2913011.8212","1223586.21812","225",""," ","Co Rd","County Road 804"," "," ","","","225 County Road 804 ","","80442","Grand"
"2330219","2913011.8212","1223586.21812","225",""," ","Co Rd","County Road 804"," "," ","","","225 County Road 804 ","","80442","Grand"
"2330220","2913011.8212","1223586.21812","225",""," ","Co Rd","County Road 804"," "," ","","","225 County Road 804 ","","80442","Grand"
"2330221","2913011.8212","1223586.21812","225",""," ","Co Rd","County Road 804"," "," ","","","225 County Road 804 ","","80442","Grand"
"2330222","2913011.8212","1223586.21812","225",""," ","Co Rd","County Road 804"," "," ","","","225 County Road 804 ","","80442","Grand"
"2330223","2913011.8212","1223586.21812","225",""," ","Co Rd","County Road 804"," "," ","","","225 County Road 804 ","","80442","Grand"
"2330224","2913011.8212","1223586.21812","225",""," ","Co Rd","County Road 804"," "," ","","","225 County Road 804 ","","80442","Grand"
"2330225","2913011.8212","1223586.21812","225",""," ","Co Rd","County Road 804"," "," ","","","225 County Road 804 ","","80442","Grand"
"2330226","2913011.8212","1223586.21812","225",""," ","Co Rd","County Road 804"," "," ","","","225 County Road 804 ","","80442","Grand"
"2330227","2913011.8212","1223586.21812","225",""," ","Co Rd","County Road 804"," "," ","","","225 County Road 804 ","","80442","Grand"
"2330228","2913011.8212","1223586.21812","225",""," ","Co Rd","County Road 804"," "," ","","","225 County Road 804 ","","80442","Grand"
"2330229","2913011.8212","1223586.21812","225",""," ","Co Rd","County Road 804"," "," ","","","225 County Road 804 ","","80442","Grand"
"2330230","2913011.8212","1223586.21812","225",""," ","Co Rd","County Road 804"," "," ","","","225 County Road 804 ","","80442","Grand"
"2330231","2920531.38598","1214443.77549","225",""," ","","Crosscut","Drive"," ","","","225 Crosscut Drive ","","80482","Grand"
"2330232","2919927.45198","1216230.86025","225",""," ","","Hi Country","Drive"," ","","","225 Hi Country Drive ","","80482","Grand"
"2330233","2919927.45198","1216230.86025","225",""," ","","Hi Country","Drive"," ","","","225 Hi Country Drive ","","80482","Grand"
"2330234","2919927.45198","1216230.86025","225",""," ","","Hi Country","Drive"," ","","","225 Hi Country Drive ","","80482","Grand"
"2330235","2919927.45198","1216230.86025","225",""," ","","Hi Country","Drive"," ","","","225 Hi Country Drive ","","80482","Grand"
"2330236","2919927.45198","1216230.86025","225",""," ","","Hi Country","Drive"," ","","","225 Hi Country Drive ","","80482","Grand"
"2330237","2919927.45198","1216230.86025","225",""," ","","Hi Country","Drive"," ","","","225 Hi Country Drive ","","80482","Grand"
"2330238","2919927.45198","1216230.86025","225",""," ","","Hi Country","Drive"," ","","","225 Hi Country Drive ","","80482","Grand"
"2330239","2919927.45198","1216230.86025","225",""," ","","Hi Country","Drive"," ","","","225 Hi Country Drive ","","80482","Grand"
"2330240","2919927.45198","1216230.86025","225",""," ","","Hi Country","Drive"," ","","","225 Hi Country Drive ","","80482","Grand"
"2330241","2919927.45198","1216230.86025","225",""," ","","Hi Country","Drive"," ","","","225 Hi Country Drive ","","80482","Grand"
"2330242","2919927.45198","1216230.86025","225",""," ","","Hi Country","Drive"," ","","","225 Hi Country Drive ","","80482","Grand"
"2330243","2919927.45198","1216230.86025","225",""," ","","Hi Country","Drive"," ","","","225 Hi Country Drive ","","80482","Grand"
"2330244","2919927.45198","1216230.86025","225",""," ","","Hi Country","Drive"," ","","","225 Hi Country Drive ","","80482","Grand"
"2330245","2919927.45198","1216230.86025","225",""," ","","Hi Country","Drive"," ","","","225 Hi Country Drive ","","80482","Grand"
"2330246","2919927.45215","1216230.86017","225",""," ","","Hi Country","Drive"," ","","","225 Hi Country Drive ","","80482","Grand"
"2330247","2917565.35222","1212098.85301","225",""," ","","Lake Trl","Trail"," ","","","225 Lake Trl Trail ","","80482","Grand"
"2330248","2907535.3655","1336181.52897","225",""," ","","Mountain","Avenue"," ","","","225 Mountain Avenue ","","80447","Grand"
"2330249","2907506.82759","1335839.27094","225",""," ","","Park","Avenue"," ","","","225 Park Avenue ","","80442","Grand"
"2330250","2911205.77701","1224702.18673","225",""," ","","Park","Avenue"," ","","","225 Park Avenue ","","80442","Grand"
"2330251","2917565.45523","1211843.25411","225",""," ","","Timber Lake","Way"," ","","","225 Timber Lake Way ","","80482","Grand"
"2330252","2909885.54801","1223773.5825","225",""," ","","W Eisenhower","Drive"," ","","","225 W Eisenhower Drive ","","80442","Grand"
"2330253","2877356.92902","1274683.05773","225","","East","","E Jasper","Avenue"," ","","","225 East E Jasper Avenue ","","80446","Grand"
"2330254","2896739.32663","1317198.78922","225","","South","Co Rd","County Road 445","Road"," ","","","225 South County Road 445 Road ","","80447","Grand"
"2330255","2715091.68738","1295704.2933","2254",""," ","Co Rd","County Road 19","Road"," ","","","2254 County Road 19 Road ","","80459","Grand"
"2330256","2890878.09666","1313633.15051","226",""," ","Co Rd","County Road 4032","Lane"," ","","","226 County Road 4032 Lane ","","80446","Grand"
"2330257","2895052.5616","1315325.0076","226",""," ","Co Rd","County Road 442","Road"," ","","","226 County Road 442 Road ","","80447","Grand"
"2330258","2894381.3083","1315178.30471","226",""," ","Co Rd","County Road 4421","Road"," ","","","226 County Road 4421 Road ","","80447","Grand"
"2330259","2902656.0035","1331484.14801","226",""," ","Co Rd","County Road 472","Drive"," ","","","226 County Road 472 Drive ","","80447","Grand"
"2330260","2900272.9393","1336202.71982","226",""," ","Co Rd","County Road 4980","Road"," ","","","226 County Road 4980 Road ","","80447","Grand"
"2330261","2920620.58495","1214405.67779","226",""," ","","Crosscut","Drive"," ","","","226 Crosscut Drive ","","80482","Grand"
"2330262","2927706.86015","1204311.24129","226",""," ","","Lakota Park","Drive"," ","","","226 Lakota Park Drive ","","80482","Grand"
"2330263","2831267.71306","1271611.00955","226",""," ","","Spruce","Street"," ","","","226 Spruce Street ","","80451","Grand"
"2330264","2916572.14184","1210946.70386","226",""," ","","Woodspur","Lane"," ","","","226 Woodspur Lane ","","80482","Grand"
"2330265","2831978.68559","1270196.16464","226","","East","","E Byers Av","Avenue"," ","","","226 East E Byers Av Avenue ","","80451","Grand"
"2330266","2873806.66078","1318046.93896","226, 256",""," ","Co Rd","County Road 413","Road"," ","","","226, 256 County Road 413 Road ","","80446","Grand"
"2330267","2711634.43686","1292529.41759","2264",""," ","Co Rd","County Road 164","Drive"," ","","","2264 County Road 164 Drive ","","80459","Grand"
"2330268","2926469.41807","1198569.02377","227",""," ","","Bridger Trail","Trail"," ","","","227 Bridger Trail Trail ","","80482","Grand"
"2330269","2885384.70435","1309047.23106","227",""," ","Co Rd","County Road 4107","Road"," ","","","227 County Road 4107 Road ","","80446","Grand"
"2330270","2894272.3721","1315133.61141","227",""," ","Co Rd","County Road 4421","Road"," ","","","227 County Road 4421 Road ","","80447","Grand"
"2330271","2897964.52284","1317526.34925","227",""," ","Co Rd","County Road 443","Drive"," ","","","227 County Road 443 Drive ","","80447","Grand"
"2330272","2899272.87668","1328341.05724","227",""," ","Co Rd","County Road 4633","Trail"," ","","","227 County Road 4633 Trail ","","80447","Grand"
"2330273","2916088.69695","1223425.53349","227",""," ","Co Rd","County Road 838"," "," ","","","227 County Road 838 ","","80482","Grand"
"2330274","2916088.69695","1223425.53349","227",""," ","Co Rd","County Road 838"," "," ","","","227 County Road 838 ","","80482","Grand"
"2330275","2916088.69695","1223425.53349","227",""," ","Co Rd","County Road 838"," "," ","","","227 County Road 838 ","","80482","Grand"
"2330276","2916088.69695","1223425.53349","227",""," ","Co Rd","County Road 838"," "," ","","","227 County Road 838 ","","80482","Grand"
"2330277","2916088.69695","1223425.53349","227",""," ","Co Rd","County Road 838"," "," ","","","227 County Road 838 ","","80482","Grand"
"2330278","2916088.69695","1223425.53349","227",""," ","Co Rd","County Road 838"," "," ","","","227 County Road 838 ","","80482","Grand"
"2330279","2917757.07559","1215537.45637","227",""," ","","Kings Crossing","Trail"," ","","","227 Kings Crossing Trail ","","80482","Grand"
"2330280","2887639.38354","1261051.79619","227",""," ","","Lake","Drive"," ","","","227 Lake Drive ","","80446","Grand"
"2330281","2887639.38354","1261051.79619","227",""," ","","Lake","Drive"," ","","","227 Lake Drive ","","80446","Grand"
"2330282","2887639.38354","1261051.79619","227",""," ","","Lake","Drive"," ","","","227 Lake Drive ","","80446","Grand"
"2330283","2887639.38354","1261051.79619","227",""," ","","Lake","Drive"," ","","","227 Lake Drive ","","80446","Grand"
"2330284","2887639.38354","1261051.79619","227",""," ","","Lake","Drive"," ","","","227 Lake Drive ","","80446","Grand"
"2330285","2887639.38354","1261051.79619","227",""," ","","Lake","Drive"," ","","","227 Lake Drive ","","80446","Grand"
"2330286","2887639.38354","1261051.79619","227",""," ","","Lake","Drive"," ","","","227 Lake Drive ","","80446","Grand"
"2330287","2887639.38354","1261051.79619","227",""," ","","Lake","Drive"," ","","","227 Lake Drive ","","80446","Grand"
"2330288","2887639.38354","1261051.79619","227",""," ","","Lake","Drive"," ","","","227 Lake Drive ","","80446","Grand"
"2330289","2887639.38354","1261051.79619","227",""," ","","Lake","Drive"," ","","","227 Lake Drive ","","80446","Grand"
"2330290","2887639.38354","1261051.79619","227",""," ","","Lake","Drive"," ","","","227 Lake Drive ","","80446","Grand"
"2330291","2887639.38354","1261051.79619","227",""," ","","Lake","Drive"," ","","","227 Lake Drive ","","80446","Grand"
"2330292","2887639.38354","1261051.79619","227",""," ","","Lake","Drive"," ","","","227 Lake Drive ","","80446","Grand"
"2330293","2887639.38354","1261051.79619","227",""," ","","Lake","Drive"," ","","","227 Lake Drive ","","80446","Grand"
"2330294","2887639.38354","1261051.79619","227",""," ","","Lake","Drive"," ","","","227 Lake Drive ","","80446","Grand"
"2330295","2887639.38354","1261051.79619","227",""," ","","Lake","Drive"," ","","","227 Lake Drive ","","80446","Grand"
"2330296","2887639.38354","1261051.79619","227",""," ","","Lake","Drive"," ","","","227 Lake Drive ","","80446","Grand"
"2330297","2887639.38354","1261051.79619","227",""," ","","Lake","Drive"," ","","","227 Lake Drive ","","80446","Grand"
"2330298","2917539.52386","1211845.25739","227",""," ","","Timber Lake","Way"," ","","","227 Timber Lake Way ","","80482","Grand"
"2330299","2909885.54801","1223773.5825","227",""," ","","W Eisenhower","Drive"," ","","","227 W Eisenhower Drive ","","80442","Grand"
"2330300","2714326.61316","1292333.51298","2270",""," ","Co Rd","County Road 162","Drive"," ","","","2270 County Road 162 Drive ","","80459","Grand"
"2330301","2926648.61916","1198661.38579","228",""," ","","Bridger Trail","Trail"," ","","","228 Bridger Trail Trail ","","80482","Grand"
"2330302","2911425.89009","1223126.10819","228",""," ","","Byers","Avenue"," ","","","228 Byers Avenue ","","80442","Grand"
"2330303","2895032.61308","1315326.77549","228",""," ","Co Rd","County Road 442","Road"," ","","","228 County Road 442 Road ","","80447","Grand"
"2330304","2894371.11553","1315201.48957","228",""," ","Co Rd","County Road 4421","Road"," ","","","228 County Road 4421 Road ","","80447","Grand"
"2330305","2904460.84625","1331803.01357","228",""," ","Co Rd","County Road 691","Lane"," ","","","228 County Road 691 Lane ","","80447","Grand"
"2330306","2927690.49601","1204333.51192","228",""," ","","Lakota Park","Drive"," ","","","228 Lakota Park Drive ","","80482","Grand"
"2330307","2907558.57201","1335947.1154","228",""," ","","Mountain","Avenue"," ","","","228 Mountain Avenue ","","80447","Grand"
"2330308","2907413.24693","1335652.23017","228",""," ","","Park","Avenue"," ","","","228 Park Avenue ","","80447","Grand"
"2330309","2831267.71306","1271611.00955","228",""," ","","Spruce","Street"," ","","","228 Spruce Street ","","80451","Grand"
"2330310","2714163.41969","1295986.23333","2282",""," ","Co Rd","County Road 19","Road"," ","","","2282 County Road 19 Road ","","80459","Grand"
"2330311","2714452.78284","1296022.19734","2282",""," ","Co Rd","County Road 19","Road"," ","","","2282 County Road 19 Road ","","80459","Grand"
"2330312","2714812.60952","1295895.04054","2282",""," ","Co Rd","County Road 19","Road"," ","","","2282 County Road 19 Road ","","80459","Grand"
"2330313","2901434.69444","1315678.60571","2282",""," ","Co Rd","County Road 642","Drive"," ","","","2282 County Road 642 Drive ","","80447","Grand"
"2330314","2873510.80134","1318226.23271","229",""," ","Co Rd","County Road 413","Road"," ","","","229 County Road 413 Road ","","80446","Grand"
"2330315","2894254.22089","1315151.67057","229",""," ","Co Rd","County Road 4421","Road"," ","","","229 County Road 4421 Road ","","80447","Grand"
"2330316","2907609.26539","1336166.80156","229",""," ","","Mountain","Avenue"," ","","","229 Mountain Avenue ","","80447","Grand"
"2330317","2875296.38736","1274657.38614","229","","West","","W Agate","Avenue"," ","","","229 West W Agate Avenue ","","80446","Grand"
"2330318","2919267.22939","1220370.58286","2299",""," ","","Pioneer Trail","Trail"," ","","","2299 Pioneer Trail Trail ","","80442","Grand"
"2330319","2925833.83896","1203261.81688","23",""," ","","Balsam","Drive"," ","","","23 Balsam Drive ","","80482","Grand"
"2330320","2891528.10731","1313514.20479","23",""," ","Co Rd","County Road 4033","Road"," ","","","23 County Road 4033 Road ","","80447","Grand"
"2330321","2894588.30163","1314482.14055","23",""," ","Co Rd","County Road 4423"," "," ","","","23 County Road 4423 ","","80447","Grand"
"2330322","2898796.43123","1318763.0181","23",""," ","Co Rd","County Road 4573","Lane"," ","","","23 County Road 4573 Lane ","","80447","Grand"
"2330323","2897420.05661","1336306.37358","23",""," ","Co Rd","County Road 4955","Court"," ","","","23 County Road 4955 Court ","","80447","Grand"
"2330324","2889486.9946","1287482.65634","23",""," ","Co Rd","County Road 6203","Drive"," ","","","23 County Road 6203 Drive ","","80446","Grand"
"2330325","2900730.85192","1324019.05116","23",""," ","Co Rd","County Road 685","Drive"," ","","","23 County Road 685 Drive ","","80447","Grand"
"2330326","2908942.14482","1330708.82033","23",""," ","Co Rd","County Road 697","Road"," ","","","23 County Road 697 Road ","","80447","Grand"
"2330327","2917785.63754","1211907.12735","23",""," ","","Crescent View","Lane"," ","","","23 Crescent View Lane ","","80482","Grand"
"2330328","2920910.65392","1216678.02299","23",""," ","","Longs Peak","Drive"," ","","","23 Longs Peak Drive ","","80482","Grand"
"2330329","2904269.38795","1335837.57274","23",""," ","","Mad Moose","Lane"," ","","","23 Mad Moose Lane ","","80447","Grand"
"2330330","2925922.71448","1202851.27954","23",""," ","","Maple","Road"," ","","","23 Maple Road ","","80482","Grand"
